source_type|source_id|target_type|target_id|label|source|source_url
gene|ensg00000132639|transcript|enst00000693732|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000689077|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000690099|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000690766|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000254976|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000691665|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000304886|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000693325|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000689858|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000689757|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000685131|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000689248|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000687785|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000691161|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000692411|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000690812|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000430336|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000706269|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000691353|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000492814|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000692697|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000689723|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132639|transcript|enst00000495883|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000230506|transcript|enst00000662058|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000230506|transcript|enst00000424931|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232448|transcript|enst00000666915|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232448|transcript|enst00000458004|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000289505|transcript|enst00000688853|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000286936|transcript|enst00000664194|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000237005|transcript|enst00000416198|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000214835|transcript|enst00000446637|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000230750|transcript|enst00000441308|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000125863|transcript|enst00000347364|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000125863|transcript|enst00000651692|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000125863|transcript|enst00000652676|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000125863|transcript|enst00000399054|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000285508|transcript|enst00000609375|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000285723|transcript|enst00000649912|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000149346|transcript|enst00000334534|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000149346|transcript|enst00000488816|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000235036|transcript|enst00000456064|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000254958|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000423891|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000617357|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000617965|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000488480|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000612857|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000613518|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000622545|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000101384|transcript|enst00000620743|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000273745|transcript|enst00000615931|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000270792|transcript|enst00000667822|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000270792|transcript|enst00000605292|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000270792|transcript|enst00000603462|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000270792|transcript|enst00000603180|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000270792|transcript|enst00000603985|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000224961|transcript|enst00000417299|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000224961|transcript|enst00000654385|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234900|transcript|enst00000418690|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000448859|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000668688|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000654048|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000665099|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000657181|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000667238|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000666969|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000660168|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000663948|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000653164|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000655050|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000655890|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000656902|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000653414|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000656524|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000665608|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000662420|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000657238|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000232900|transcript|enst00000663360|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000217809|transcript|enst00000406588|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000125899|transcript|enst00000659767|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000125899|transcript|enst00000662726|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000125899|transcript|enst00000378252|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000270777|transcript|enst00000605338|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000230990|transcript|enst00000444792|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000230990|transcript|enst00000666460|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000230990|transcript|enst00000412405|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000230990|transcript|enst00000667330|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000235544|transcript|enst00000451072|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000282478|transcript|enst00000632608|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000287754|transcript|enst00000661821|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000271397|transcript|enst00000603272|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000237256|transcript|enst00000437662|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000261411|transcript|enst00000569833|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000228422|transcript|enst00000558175|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000228422|transcript|enst00000663254|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000228422|transcript|enst00000659465|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000228422|transcript|enst00000427835|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000228422|transcript|enst00000656506|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000228422|transcript|enst00000557899|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000228422|transcript|enst00000666572|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000228422|transcript|enst00000668731|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000222281|transcript|enst00000410349|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000271298|transcript|enst00000605565|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000254977|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000399006|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000405977|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000449299|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000450368|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000422390|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000618918|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000618296|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000378226|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000455911|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000430557|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000488503|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000471120|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000473416|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000132640|transcript|enst00000473180|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000236526|transcript|enst00000439529|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000235292|transcript|enst00000654812|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000235292|transcript|enst00000455132|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000230437|transcript|enst00000442389|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000235698|transcript|enst00000414718|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000233048|transcript|enst00000456265|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000269931|transcript|enst00000602702|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000269931|transcript|enst00000651426|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000286087|transcript|enst00000651029|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000660848|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000666864|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000660733|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000655843|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000432244|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000661302|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000664230|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000668019|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000658737|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000658457|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000654168|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000669657|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000669978|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000670547|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000234265|transcript|enst00000671262|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000172296|transcript|enst00000399002|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000172296|transcript|enst00000476791|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000172296|transcript|enst00000434210|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000172296|transcript|enst00000450297|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000197976|transcript|enst00000313871|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000197976|transcript|enst00000474361|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000197976|transcript|enst00000381261|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000197976_par_y|transcript|enst00000313871_par_y|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000197976_par_y|transcript|enst00000474361_par_y|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
gene|ensg00000197976_par_y|transcript|enst00000381261_par_y|transcribed_to|GENCODE|https://www.gencodegenes.org/human/
